Query ID,Query Text,Query Type,Method,Rank,Chunk ID,Chunk Text,Similarity,Source,Relevance
Q025,Find clauses about automated decision making,standard,VECTOR,6,12959,"Within this short aside lies an honest assessment of how the creators of predictive tools often view the development process: a process in which they have free rein to make choices they view as purely technical, even if those choices are made arbitrarily. In reality, design decisions made in the development of algorithmic tools are not just technical processes -- they also include ethical choices, value judgments, and policy decisions. For example, the ""rather arbitrary"" threshold used in feature selection could have determined whether a family's behavioral health diagnoses or history of eligibility for public benefit programs would impact their likelihood of being investigated by the county's child welfare agency. When developers cast these kinds of design decisions as primarily technical questions, they may disguise them as objective, even though they may be made arbitrarily, out of convenience, or based on flawed logic. In this work, we demonstrate how algorithmic design choices function as policy decisions through an audit of the AFST.",0.41954276,reports,
Q025,Find clauses about automated decision making,standard,VECTOR,7,8337,"It also notes Article 22 requires that individuals who are subject to automated decisions must be able to obtain human review of the outcome if they ask. The law also allows them to challenge algorithmic decisions. While data controllers using automation in this way must take steps to prevent bias and discrimination. | title: UK Uber drivers are taking the algorithm to court | url: https://techcrunch.com/2020/07/20/uk-uber-drivers-are-taking-its-algorithm-to-court Row 1881: _id: 63204e605857ae71d05fdff1 | authors: Ben Nimmo, Camille François, C. Shawn Eib, Léa Ronzaud | date_downloaded: 2022-09-07T00:00:00Z | date_modified: 2022-09-13T00:00:00Z | date_published: 2020-08-12T00:00:00Z | date_submitted: 2022-09-07T00:00:00Z | description: Social media accounts from the pro-Chinese political spam network [Spamouflage Dragon](https://public-assets.graphika.com/reports/graphika_report_spamouflage.pdf) started posting English-language vide | epoch_date_published: 1597190400 | epoch_date_submitted: 1662508800 | image_url: https://www.graphika.com/uploads/spamouflage-america-thumb-768.png | language: en | report_number: 2032 | source_domain: graphika.com | submitters: Khoa Lam | text: Social media accounts from the pro-Chinese political spam network [Spamouflage Dragon](https://public-assets.graphika.com/reports/graphika_report_spamouflage.pdf) started posting English-language videos that attacked American policy and the administration of U.S.",0.41900605,reports,
Q025,Find clauses about automated decision making,standard,VECTOR,8,23634,"The same hesitancy to see anything wrong with automated decisions occurred with both MiDAS and Centrelink. As [algorithms take on even more decisions](https://obamawhitehouse.archives.gov/sites/default/files/microsites/ostp/2016_0504_data_discrimination.pdf) \\[PDF\\] in the criminal justice system, in corporate and government hiring, in approving credit and the like, it is imperative that [those affected can understand and challenge](https://www.technologyreview.com/s/604087/the-dark-secret-at-the-heart-of-ai/) how these decisions are being made. Hopefully, the [IEEE Global Initiative on Ethics of Autonomous and Intelligent Systems](https://standards.ieee.org/news/2017/ieee_global_initiative.html) will help ensure that the risks of automated decision-making systems are not glossed over in the quest for their benefits, which potentially can be immense. I don't think any of us would want to end up in the same type of nightmare robo-adjudication process as those in the MiDAS situation sadly did. _This post was updated on 16 February 2018 to provide current figures and clarify the percentage of claims overturned.",0.417331457,reports,
Q025,Find clauses about automated decision making,standard,GRAPH,1,Art64_clause,"In some cases, the decisions we make about violations are reviewed by the , Investigate suspicious activity, Detect, prevent and combat harmful or unlawful behavior, such as to review and, in some cases, remove content reported to us, Identify and combat disparities and racial bias against historically marginalized communities, Protect the life, physical or mental health, well-being or integrity of our users or others,Oversight Board:Your activity and information you provide: Content you create, like posts, comments or audio Content you provide through our camera feature or your camera roll settings, or through our voiceenabled features Messages you send and receive, including their content, subject to applicable law Metadata about content and messages, subject to applicable law Types of content you view or interact with, and how you interact with it Apps and features you use, and what actions you take in them Purchases or other transactions you make, including truncated credit card information Hashtags you use The time, frequency and duration of your activities on our Products11/20/25, 12:40 PM Meta Privacy Policy - How Meta collects and uses user data | Privacy Center | Manage your privacy on Facebook, Instagram and Messenger | Facebook Privacy https://www.facebook.com/privacy/policy/?utm_source=chatgpt.com 19/36 Detect and prevent spam, other security matters and other bad experiences, Detect and stop threats to our personnel and property, and Maintain the integrity of our Products",0.210721523,Company Documents,
Q025,Find clauses about automated decision making,standard,GRAPH,2,Art94_clause,""" "" provides information on the operational guidelines law enforcement needs to follow.""How do we respond to legal requests, prevent harm and promote safety and integrity?"" Information for Law Enforcement AuthoritiesThe categories of information depend on the specific circumstances of each mandatory request or obligation",0.210244894,Company Documents,
Q025,Find clauses about automated decision making,standard,GRAPH,3,Art7_clause,"We use information we have to: See if a product is working correctly, Troubleshoot and fix it when it's not, Test out new products and features to see if they work, Get feedback on our ideas for products or features, and Conduct surveys and other research about what you like about our Products and brands and what we can do better.Metadata about content and messages, subject to applicable law Types of content you view or interact with, and how you interact with it Apps and features you use, and what actions you take in them Purchases or other transactions you make, including truncated credit card information Hashtags you use The time, frequency and duration of your activities on our Products Your photo or video selfie if you provide it when you contact us for account support Friends, followers and other connections : App, browser and device information Device characteristics and device software What you're doing on your device, like whether our app is in the foreground or if your mouse is moving (which can help tell humans from bots) Identifiers that tell your device apart from other users' Device signals Information you've shared through your device settings Location-related information11/20/25, 12:40 PM Meta Privacy Policy - How Meta collects and uses user data | Privacy Center | Manage your privacy on Facebook, Instagram and Messenger | Facebook Privacy https://www.facebook.com/privacy/policy/?utm_source=chatgpt.com 18/36 Information about the network you connect your device to, including your Information from cookies and similar technologiesIP address Information from partners, vendors and third parties Promoting safety, integrity and security on and across the Meta Products: The Meta Products are designed to research and help ensure the safety, integrity and security of those services and those people who enjoy them, on and off Meta Products",0.170888096,Company Documents,
Q025,Find clauses about automated decision making,standard,GRAPH,4,Art58_clause,"Our explains how we use data to support this research for the purposes of developing and improving our services.Privacy Policy 1.8 Provide consistent and seamless experiences across the Meta Company Products: Our Products help you find and connect with people, groups, businesses, organizations, and others that are important to you",0.164889887,Company Documents,
Q025,Find clauses about automated decision making,standard,GRAPH,5,Art39_clause,"Our explains how we use data to support this research for the purposes of developing and improving our services.Privacy Policy 1.8 Provide consistent and seamless experiences across the Meta Company Products: Our Products help you find and connect with people, groups, businesses, organizations, and others that are important to you",0.164889887,Company Documents,
Q025,Find clauses about automated decision making,standard,GRAPH,6,Art4_clause,"ATTN: Privacy Operations 1601 Willow Road Menlo Park, CA 94025 Why and how we process your information h ififi dhdhifii d11/20/25, 12:40 PM Meta Privacy Policy - How Meta collects and uses user data | Privacy Center | Manage your privacy on Facebook, Instagram and Messenger | Facebook Privacy https://www.facebook.com/privacy/policy/?utm_source=chatgpt.com 14/36 The categories of information we use, and why and how information is processed, are set out below: Why and how we process your informationInformation categories we use (see ' ' for more information on each information category) The actual information we use depends on your factual circumstances, but could include any of the following:What Information do we collect",0.164581746,Company Documents,
Q025,Find clauses about automated decision making,standard,GRAPH,7,Art73_clause,"Effective June 16, 2025 | | View printable versionSee previous versions Read the for more details about how we handle Personal Information and how to exercise your rights.United States Regional Privacy Notice Highlights We at Meta want you to understand what information we collect, and how we use and share it",0.13848868,Company Documents,
Q025,Find clauses about automated decision making,standard,GRAPH,8,Art25_clause,"Take control Manage the information we collect about you Privacy Center How do we use your information?11/20/25, 12:40 PM Meta Privacy Policy - How Meta collects and uses user data | Privacy Center | Manage your privacy on Facebook, Instagram and Messenger | Facebook Privacy https://www.facebook.com/privacy/policy/?utm_source=chatgpt.com 3/36 Highlights 0:00 / 1:34 We use to provide a personalized experience to you, including ads, along with the other purposes we explain in detail below.information we collect For some of these purposes, we use information and",0.131407142,Company Documents,
Q025,Find clauses about automated decision making,standard,HYBRID,1,18796,"Christopher D. Manning is Thomas M. Siebel Professor of Machine Learning, Professor of Linguistics and Computer Science, and Senior Fellow at HAI. Daniel E. Ho is the William Benjamin Scott and Luna M. Scott Professor of Law, Professor of Political Science, Professor of Computer Science (by courtesy), Senior Fellow at HAI, Senior Fellow at SIEPR, and Director of the RegLab at Stanford University.* | title: AI on Trial: Legal Models Hallucinate in 1 out of 6 (or More) Benchmarking Queries | url: https://hai.stanford.edu/news/ai-trial-legal-models-hallucinate-1-out-6-or-more-benchmarking-queries Row 3731: _id: 666d8289703f35fc6ec02df8 | authors: Turkish Minute | date_downloaded: 2024-06-15T00:00:00Z | date_modified: 2024-06-15T00:00:00Z | date_published: 2024-06-10T00:00:00Z | date_submitted: 2024-06-15T00:00:00Z | epoch_date_published: 1717977600 | epoch_date_submitted: 1718409600 | language: en | report_number: 3919 | source_domain: turkishminute.com | submitters: Daniel Atherton | text: A Turkish student has been arrested for cheating in the first round of the Institutions of Higher Learning Examination (YKS) through a mechanism that involves use of ChatGPT, a generative artificial intelligence model that gets more successful by the day in solving complex problems, local media reported on Monday.",0.446680903,reports,
Q025,Find clauses about automated decision making,standard,HYBRID,2,176,"In the context of the use of information society services, and notwithstanding Directive 2002/58/EC, the data subject may exer cise his or her right to object by automat ed means using technical specifications. 6. Where personal data are processed for scientific or histo rical research purposes or statistical purposes pursuant to Article 89(1), the data subject, on grounds relating to his or her particular situation, shall have the right to object to processing of personal data concer ning him or her, unless the processing is necessar y for the performa nce of a task carried out for reasons of public inter est. Article 22 Automated individual decision-making, including prof iling 1. The data subject shall have the right not to be subject to a decision based solely on automat ed processing, including profiling, which produces legal effects concer ning him or her or similarly signif icantly affects him or her. 2. Paragraph 1 shall not apply if the decision: (a) is necessar y for entering into, or performa nce of, a contract between the data subject and a data controller ; (b) is author ised by Union or Member State law to whic h the controller is subject and which also lays down suitable measures to safeguard the data subject's rights and freedoms and legitimate interests; or (c) is based on the data subject's explicit consent. 3.",0.438123643,gdpr,
Q025,Find clauses about automated decision making,standard,HYBRID,3,102,"Also where a data subject not residing in that Member State has lodge d a complaint, the super visor y author ity with whic h such compl aint has been lodge d should also be a super visor y author ity concer ned. Within its task s to issue guidelines on any question covering the application of this Regulation, the Board should be able to issue guidelines in particular on the criteria to be take n into account in order to ascer tain whether the processing in question substantially affects data subjects in more than one Member State and on what constitutes a relevant and reasoned objection. (125) The lead author ity should be compet ent to adopt binding decisions regarding measures applying the powers conferred on it in accordance with this Regulation. In its capacity as lead author ity, the super visor y author ity should closely involve and coordinat e the super visor y author ities concer ned in the decision-making process. Where the decision is to reject the compl aint by the data subject in whole or in part, that decision should be adopt ed by the super visor y author ity with whic h the compl aint has been lodg ed. (126) The decision should be agreed jointly by the lead super visor y author ity and the super visor y author ities concer ned and should be directe d towards the main or sing le establishment of the controller or processor and be binding on the controller and processor .",0.429694086,gdpr,
Q025,Find clauses about automated decision making,standard,HYBRID,4,5513,"The accused was given a chance to maintain his guilty plea after being told of the likely sentence. The accused could make an informed decision. ""As compared to before he had only had an idea of the sentence, so it's an improvement to the system,"" said Wong. He reiterated that the AI would only provide recommendations based on information of precedence from the courts database between 2014 and 2019 to save time, but the ultimate decision maker would be the person on the bench. ""It just makes it easier on the Magistrate or Sessions court judge. I can assure you it will lead to consistency of sentencing,"" he said, explaining that disparity between sentences from one court to another is a worldwide complaint in judicial systems. ""In any jurisdiction in the world, the complaint is lack of consistency, why is one sentence for a year while another is a fine only. Using the machine to analyse all data will achieve consistency, it speeds up the process a little because the magistrate doesn't have to look up previous cases while listening to submissions,"" said Wong. Although for now the AI will only be used for two offences -- drug possession under Section 12 of the Dangerous Drug Act and rape under Section 376 of the Penal Code -- Wong said it would eventually include civil cases as well to prevent backlog and improve efficiency in court hearings. ""We are in the process of doing it for the civil side -- awarding damages for injuries in car accidents.",0.42633301,reports,
Q025,Find clauses about automated decision making,standard,HYBRID,5,2606,"Its role is to assist the humans of our justice system in determining an appropriate punishment. [4] None of the studies, to my knowledge, looked at the sentences handed down. The current research ends as follows: ""When considering using software such as COMPAS in making decisions that will significantly affect the lives and well-being of criminal defendants, it is valuable to ask whether we would put these decisions in the hands of random people who respond to an online survey because, in the end, the results from these two approaches appear to be indistinguishable."" The answer is no. COMPAS and similar algorithms are tools, not a replacement FOR human judgment. They facilitate but do not automate. ProPublica is correct when saying algorithmic decisions need to be understood by their human users and require continuous validation and refinement.",0.424343199,reports,
Q025,Find clauses about automated decision making,standard,HYBRID,6,12959,"Within this short aside lies an honest assessment of how the creators of predictive tools often view the development process: a process in which they have free rein to make choices they view as purely technical, even if those choices are made arbitrarily. In reality, design decisions made in the development of algorithmic tools are not just technical processes -- they also include ethical choices, value judgments, and policy decisions. For example, the ""rather arbitrary"" threshold used in feature selection could have determined whether a family's behavioral health diagnoses or history of eligibility for public benefit programs would impact their likelihood of being investigated by the county's child welfare agency. When developers cast these kinds of design decisions as primarily technical questions, they may disguise them as objective, even though they may be made arbitrarily, out of convenience, or based on flawed logic. In this work, we demonstrate how algorithmic design choices function as policy decisions through an audit of the AFST.",0.41954276,reports,
Q025,Find clauses about automated decision making,standard,HYBRID,7,8337,"It also notes Article 22 requires that individuals who are subject to automated decisions must be able to obtain human review of the outcome if they ask. The law also allows them to challenge algorithmic decisions. While data controllers using automation in this way must take steps to prevent bias and discrimination. | title: UK Uber drivers are taking the algorithm to court | url: https://techcrunch.com/2020/07/20/uk-uber-drivers-are-taking-its-algorithm-to-court Row 1881: _id: 63204e605857ae71d05fdff1 | authors: Ben Nimmo, Camille François, C. Shawn Eib, Léa Ronzaud | date_downloaded: 2022-09-07T00:00:00Z | date_modified: 2022-09-13T00:00:00Z | date_published: 2020-08-12T00:00:00Z | date_submitted: 2022-09-07T00:00:00Z | description: Social media accounts from the pro-Chinese political spam network [Spamouflage Dragon](https://public-assets.graphika.com/reports/graphika_report_spamouflage.pdf) started posting English-language vide | epoch_date_published: 1597190400 | epoch_date_submitted: 1662508800 | image_url: https://www.graphika.com/uploads/spamouflage-america-thumb-768.png | language: en | report_number: 2032 | source_domain: graphika.com | submitters: Khoa Lam | text: Social media accounts from the pro-Chinese political spam network [Spamouflage Dragon](https://public-assets.graphika.com/reports/graphika_report_spamouflage.pdf) started posting English-language videos that attacked American policy and the administration of U.S.",0.41900605,reports,
Q025,Find clauses about automated decision making,standard,HYBRID,8,23634,"The same hesitancy to see anything wrong with automated decisions occurred with both MiDAS and Centrelink. As [algorithms take on even more decisions](https://obamawhitehouse.archives.gov/sites/default/files/microsites/ostp/2016_0504_data_discrimination.pdf) \\[PDF\\] in the criminal justice system, in corporate and government hiring, in approving credit and the like, it is imperative that [those affected can understand and challenge](https://www.technologyreview.com/s/604087/the-dark-secret-at-the-heart-of-ai/) how these decisions are being made. Hopefully, the [IEEE Global Initiative on Ethics of Autonomous and Intelligent Systems](https://standards.ieee.org/news/2017/ieee_global_initiative.html) will help ensure that the risks of automated decision-making systems are not glossed over in the quest for their benefits, which potentially can be immense. I don't think any of us would want to end up in the same type of nightmare robo-adjudication process as those in the MiDAS situation sadly did. _This post was updated on 16 February 2018 to provide current figures and clarify the percentage of claims overturned.",0.417331457,reports,
Q026,What are the data processing legal bases?,standard,VECTOR,1,32,"It should also be for Union or Member State law to determine the purpose of processing. Further more, that law could specify the general conditions of this Regulation governing the lawfulness of personal data processing, establish specif ications for determining the controller , the type of personal data whic h are subject to the processing, the data subjects concer ned, the entities to which the personal data may be disclosed, the purpose limitations, the storag e period and other measures to ensure lawful and fair processing. It should also be for Union or Member State law to determine whether the controller performing a task carried out in the public interest or in the exer cise of official author ity should be a public author ity or another natural or legal person governed by public law, or, where it is in the public inter est to do so, including for health purposes such as public health and social protection and the manag ement of health care services, by private law, such as a professional association. (46) The processing of personal data should also be regarded to be lawful where it is necessar y to prote ct an inter est whic h is essential for the life of the data subject or that of another natural person.",0.649476469,gdpr,
Q026,What are the data processing legal bases?,standard,VECTOR,2,10262,"The researchers found that while many surveillance processes and companies are operating in the industry, most tools use artificial intelligence techniques such as data mining and facial recognition to detect suspicious behaviour that could constitute cheating. These companies use the personal information collected as part of their mission to monitor university exams. They also use it for secondary purposes of improving artificial intelligence tools. To do this, they obtain consent from students, but the conditions under which it is collected are not conducive to the expression of free, clear and individual consent. In addition, the separation of public and private sector privacy laws makes it difficult to characterize these outsourcing companies. Enforcing their potential liability as a principal under the _Personal Information Protection and Electronic Documents Act_ (PIPEDA) is difficult in the context of enforcing provincial public sector laws. Furthermore, this project demonstrates that control over the conditions of data collection and retention is made more difficult by the fact that many technology companies are U.S.-based and subject to U.S. law, and even require the transfer of data to the United States. The researchers make five recommendations to address these issues, which can be found in the conclusion of the research report.",0.622806132,reports,
Q026,What are the data processing legal bases?,standard,VECTOR,3,34,"Such legitimate interest could exist for example where there is a relevant and appropr iate relationship between the data subject and the controller in situations such as where the data subject is a client or in the service of the controller . At any rate the existen ce of a legitimate interest would need careful assessment including whether a data subject can reasonably expect at the time and in the cont ext of the collection of the personal data that processing for that purpose may take place. The inter ests and fundamental rights of the data subject could in particular override the inter est of the data controller where personal data are processed in circumstances where data subjects do not reasonably expect further processing. Given that it is for the legislator to provide by law for the legal basis for public author ities to process personal data, that legal basis should not apply to the processing by public author ities in the performa nce of their tasks. The processing of personal data strictly necessar y for the purposes of preventing fraud also constitutes a legitimate interest of the data controller concer ned.",0.619399607,gdpr,
Q026,What are the data processing legal bases?,standard,VECTOR,4,154,"Paragraph 1 shall not apply if one of the following applies: (a) the data subject has given explicit consent to the processing of those personal data for one or more specifi ed purposes, excep t where Union or Member State law provide that the prohibition referred to in paragraph 1 may not be lifted by the data subject ; (b) processing is necessar y for the purposes of carrying out the oblig ations and exercising specific rights of the controller or of the data subject in the field of employment and social secur ity and social protection law in so far as it is author ised by Union or Member State law or a collective agreement pursuant to Member State law providing for appropr iate safeguards for the fundamental rights and the interests of the data subject ; (c) processing is necessar y to protect the vital interests of the data subject or of another natural person where the data subject is physically or legally incapable of giving consent ; (d) processing is carried out in the course of its legitimate activities with appropr iate safeguards by a foundation, association or any other not-f or-profit body with a political, philosophical, religious or trade union aim and on condition that the processing relates solely to the members or to former members of the body or to persons who have regular contact with it in connection with its purposes and that the personal data are not disclosed outside that body without the consent of the data subjects; (e) processing relates to personal data whic h are manifest ly made public by the data subject ; (f) processing is necessar y for the establishment, exercise or defence of legal claims or whenever cour ts are acting in their judicial capacity ; (g) processing is necessar y for reasons of substantial public inter est, on the basis of Union or Member State law which shall be propor tionate to the aim pursued, respect the essence of the right to data prote ction and provide for suitable and specifi c measures to safeg uard the fundamental rights and the interests of the data subject ; (h) processing is necessar y for the purposes of preventive or occupational medicine, for the assessment of the working capacity of the emplo yee, medical diagnosis, the provision of health or social care or treatment or the manag ement of health or social care system s and services on the basis of Union or Member State law or pursuant to contract with a health professional and subject to the conditions and safegua rds refer red to in paragraph 3; (i) processing is necessar y for reasons of public interest in the area of public health, such as prot ecting against serious cross-border threats to health or ensur ing high standards of quality and safety of health care and of medicinal products or medical devices, on the basis of Union or Member State law which provides for suitable and specif ic measures to safegua rd the rights and freedoms of the data subject, in particular professional secrecy ; 4.5.2016 L 119/38 Official Jour nal of the European Union EN (j) processing is necessar y for archiving purposes in the public interest, scientific or histo rical researc h purposes or statistical purposes in accordance with Article 89(1) based on Union or Member State law which shall be propor ­ tionate to the aim pursued, respect the essence of the right to data protection and provide for suitable and specifi c measures to safegua rd the fundamental rights and the interests of the data subject. 3.",0.606112003,gdpr,
Q026,What are the data processing legal bases?,standard,VECTOR,5,38,"The legal basis provided by Union or Member State law for the processing of personal data may also provide a lega l basis for further processing. In order to ascer tain whether a purpose of further processing is compati ble with the purpose for whic h the personal data are initially collect ed, the controller , after having met all the requirements for the lawfulness of the original processing, should take into account, inter alia: any link between those purposes and the purposes of the intende d further processing; the context in whic h the personal data have been collected, in particular the reasonable expectations of data subjects based on their relationship with the controller as to their 4.5.2016 L 119/9 Official Jour nal of the European Union EN further use; the nature of the personal data; the consequences of the intended further processing for data subjects; and the existen ce of appropr iate safeguards in both the original and intended further processing operations. Where the data subject has given consent or the processing is based on Union or Member State law which constitut es a necessar y and propor tionate measure in a democratic society to safeguard, in particular , impor tant objectives of general public interest, the controller should be allowed to further process the personal data irrespective of the compatibility of the purposes.",0.603865802,gdpr,
Q026,What are the data processing legal bases?,standard,VECTOR,6,149,"The purpose of the processing shall be determined in that lega l basis or, as rega rds the processing referred to in point (e) of paragraph 1, shall be necessar y for the performa nce of a task carried out in the public interest or in the exercise of official author ity vested in the controller . That legal basis may contain specifi c provisions to adap t the application of rules of this Regulation, inter alia: the general conditions governing the lawfulness of processing by the controller; the types of data whic h are subject to the processing; the data subjects concer ned; the entities to, and the purposes for whic h, the personal data may be disclosed; the purpose limitation; storag e periods; and processing operations and processing procedures, including measures to ensure lawful and fair processing such as those for other specifi c 4.5.2016 L 119/36 Official Jour nal of the European Union EN processing situations as provided for in Chapt er IX. The Union or the Member State law shall meet an objective of public interest and be propor tionate to the legitimate aim pursued. 4.",0.603415966,gdpr,
Q026,What are the data processing legal bases?,standard,VECTOR,7,41,"In addition to the specific requirements for such processing, the general principles and other rules of this Regulation should apply , in particular as regar ds the conditions for lawful processing. Derog ations from the general prohibition for processing such special catego ries of personal data should be explicitly provided, inter alia, where the data subject gives his or her explicit consent or in respect of specific needs in particular where the processing is carried out in the course of legitimate activities by certain associations or foundations the purpose of whic h is to permit the exercise of fundamental freedoms. (52) Derog ating from the prohibition on processing special categor ies of personal data should also be allowed when provided for in Union or Member State law and subject to suitable safeg uards, so as to protect personal data and other fundamental rights, where it is in the public inter est to do so, in particular processing personal data in the field of emplo yment law, social protect ion law including pensions and for health secur ity, monitoring and alert purposes, the prevention or control of communicable diseases and other serious threats to health.",0.60124886,gdpr,
Q026,What are the data processing legal bases?,standard,VECTOR,8,66,"The principles of data prote ction by design and by default should also be take n into consideration in the conte xt of public tenders. (79) The protection of the rights and freedoms of data subjects as well as the responsibility and liability of controllers and processors, also in relation to the monit oring by and measures of super visor y author ities, requires a clear allocation of the responsibilities under this Regulation, including where a controller determines the purposes and means of the processing jointly with other controllers or where a processing operation is carried out on behalf of a controller . (80) Where a controller or a processor not established in the Union is processing personal data of data subjects who are in the Union whose processing activities are related to the offer ing of goods or services, irrespective of whether a payment of the data subject is required, to such data subjects in the Union, or to the monitori ng of their behaviour as far as their behaviour takes place within the Union, the controller or the processor should designat e a representative, unless the processing is occasional, does not include processing, on a large scale, of special cate gories of personal data or the processing of personal data relating to criminal convictions and offences, and is unlikely to result in a risk to the rights and freedoms of natural persons, taking into account the 4.5.2016 L 119/15 Official Jour nal of the European Union EN nature, cont ext, scope and purposes of the processing or if the controller is a public author ity or body .",0.593535185,gdpr,
Q026,What are the data processing legal bases?,standard,GRAPH,1,Art94_clause,""" "" provides information on the operational guidelines law enforcement needs to follow.""How do we respond to legal requests, prevent harm and promote safety and integrity?"" Information for Law Enforcement AuthoritiesThe categories of information depend on the specific circumstances of each mandatory request or obligation",0.445766389,Company Documents,
Q026,What are the data processing legal bases?,standard,GRAPH,2,Art15_clause,"If we need it for other legitimate purposes, such as to prevent harm; investigate possible violations of our terms or policies; promote safety, security and integrity; or protect ourselves, including our rights, property or productsLearn more See some examples In some instances and for specific reasons, we'll keep information for an extended period of time",0.415946007,Company Documents,
Q026,What are the data processing legal bases?,standard,GRAPH,3,Art64_clause,"In some cases, the decisions we make about violations are reviewed by the , Investigate suspicious activity, Detect, prevent and combat harmful or unlawful behavior, such as to review and, in some cases, remove content reported to us, Identify and combat disparities and racial bias against historically marginalized communities, Protect the life, physical or mental health, well-being or integrity of our users or others,Oversight Board:Your activity and information you provide: Content you create, like posts, comments or audio Content you provide through our camera feature or your camera roll settings, or through our voiceenabled features Messages you send and receive, including their content, subject to applicable law Metadata about content and messages, subject to applicable law Types of content you view or interact with, and how you interact with it Apps and features you use, and what actions you take in them Purchases or other transactions you make, including truncated credit card information Hashtags you use The time, frequency and duration of your activities on our Products11/20/25, 12:40 PM Meta Privacy Policy - How Meta collects and uses user data | Privacy Center | Manage your privacy on Facebook, Instagram and Messenger | Facebook Privacy https://www.facebook.com/privacy/policy/?utm_source=chatgpt.com 19/36 Detect and prevent spam, other security matters and other bad experiences, Detect and stop threats to our personnel and property, and Maintain the integrity of our Products",0.402058184,Company Documents,
Q026,What are the data processing legal bases?,standard,GRAPH,4,Art4_clause,"ATTN: Privacy Operations 1601 Willow Road Menlo Park, CA 94025 Why and how we process your information h ififi dhdhifii d11/20/25, 12:40 PM Meta Privacy Policy - How Meta collects and uses user data | Privacy Center | Manage your privacy on Facebook, Instagram and Messenger | Facebook Privacy https://www.facebook.com/privacy/policy/?utm_source=chatgpt.com 14/36 The categories of information we use, and why and how information is processed, are set out below: Why and how we process your informationInformation categories we use (see ' ' for more information on each information category) The actual information we use depends on your factual circumstances, but could include any of the following:What Information do we collect",0.390802443,Company Documents,
Q026,What are the data processing legal bases?,standard,GRAPH,5,Art58_clause,"Our explains how we use data to support this research for the purposes of developing and improving our services.Privacy Policy 1.8 Provide consistent and seamless experiences across the Meta Company Products: Our Products help you find and connect with people, groups, businesses, organizations, and others that are important to you",0.37776643,Company Documents,
Q026,What are the data processing legal bases?,standard,GRAPH,6,Art39_clause,"Our explains how we use data to support this research for the purposes of developing and improving our services.Privacy Policy 1.8 Provide consistent and seamless experiences across the Meta Company Products: Our Products help you find and connect with people, groups, businesses, organizations, and others that are important to you",0.37776643,Company Documents,
Q026,What are the data processing legal bases?,standard,GRAPH,7,Art7_clause,"We use information we have to: See if a product is working correctly, Troubleshoot and fix it when it's not, Test out new products and features to see if they work, Get feedback on our ideas for products or features, and Conduct surveys and other research about what you like about our Products and brands and what we can do better.Metadata about content and messages, subject to applicable law Types of content you view or interact with, and how you interact with it Apps and features you use, and what actions you take in them Purchases or other transactions you make, including truncated credit card information Hashtags you use The time, frequency and duration of your activities on our Products Your photo or video selfie if you provide it when you contact us for account support Friends, followers and other connections : App, browser and device information Device characteristics and device software What you're doing on your device, like whether our app is in the foreground or if your mouse is moving (which can help tell humans from bots) Identifiers that tell your device apart from other users' Device signals Information you've shared through your device settings Location-related information11/20/25, 12:40 PM Meta Privacy Policy - How Meta collects and uses user data | Privacy Center | Manage your privacy on Facebook, Instagram and Messenger | Facebook Privacy https://www.facebook.com/privacy/policy/?utm_source=chatgpt.com 18/36 Information about the network you connect your device to, including your Information from cookies and similar technologiesIP address Information from partners, vendors and third parties Promoting safety, integrity and security on and across the Meta Products: The Meta Products are designed to research and help ensure the safety, integrity and security of those services and those people who enjoy them, on and off Meta Products",0.359095901,Company Documents,
Q026,What are the data processing legal bases?,standard,GRAPH,8,Art88_clause,"However, depending on the circumstances it could include the following: :Your activity and information you provide Content you create, like posts, comments or audio Content you provide through our camera feature or your camera roll settings, or through our voiceenabled features Messages you send and receive, including their content, subject to applicable law11/20/25, 12:40 PM Meta Privacy Policy - How Meta collects and uses user data | Privacy Center | Manage your privacy on Facebook, Instagram and Messenger | Facebook Privacy https://www.facebook.com/privacy/policy/?utm_source=chatgpt.com 34/36 Metadata about content and messages, subject to applicable law Types of content you view or interact with, and how you interact with it Apps and features you use, and what actions you take in them Purchases or other transactions you make, including truncated credit card information Hashtags you use The time, frequency and duration of your activities on our Products Your photo or video selfie if you provide it when you contact us for account support Friends, followers and other connections : App, browser and device information Device characteristics and device software What you're doing on your device, like whether our app is in the foreground or if your mouse is moving (which can help tell humans from bots) Identifiers that tell your device apart from other users' Device signals Information you've shared through your device settings Location-related information11/20/25, 12:40 PM Meta Privacy Policy - How Meta collects and uses user data | Privacy Center | Manage your privacy on Facebook, Instagram and Messenger | Facebook Privacy https://www.facebook.com/privacy/policy/?utm_source=chatgpt.com 35/36 Information about the network you connect your device to, including your IP address Information from cookies and similar technologies Information from partners, vendors and third parties11/20/25, 12:40 PM Meta Privacy Policy - How Meta collects and uses user data | Privacy Center | Manage your privacy on Facebook, Instagram and Messenger | Facebook Privacy https://www.facebook.com/privacy/policy/?utm_source=chatgpt.com 36/36",0.329834372,Company Documents,
